Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0034060				NC_089044.1.g32417	NC_089044.1.g32855	NC_089044.1.g33163	NC_089044.1.g32617	NC_089044.1.g32814	5	0	
OG0034061				NC_089044.1.g32983	NC_089044.1.g33433	NC_089038.1.g15056		NC_089044.1.g33398, NC_089045.1.g36962	4	0	
OG0034062				NC_089045.1.g35946	NC_089045.1.g36435	NC_089045.1.g36775	NC_089045.1.g36144	NC_089045.1.g36384	5	0	
OG0034063					NC_089035.1.g3545, NC_089037.1.g11015, NC_089039.1.g19106	NC_089039.1.g19324, NC_089041.1.g25862			2	0	
OG0034064					NC_089037.1.g13644		NC_089037.1.g13633, NC_089044.1.g34045, NC_089045.1.g34884	NC_089044.1.g34255	3	0	
OG0034065					NC_089040.1.g22009	NC_089040.1.g22211, NC_089040.1.g22215		NC_089040.1.g21952, NC_089040.1.g21954	3	0	
OG0034066					NC_089041.1.g25319		NC_089038.1.g14064, NC_089038.1.g14251, NC_089041.1.g25168	NC_089041.1.g25234	3	0	
OG0034067						NC_089036.1.g7488, NC_089039.1.g19868, NC_089042.1.g29179, NC_089046.1.g39811		NC_089040.1.g22252	2	0	
OG0034068						NC_089036.1.g9515, NC_089040.1.g23452, NC_089045.1.g37506	NC_089045.1.g36895	NC_089045.1.g37091	3	0	
OG0034070						NC_089041.1.g26654		NC_089039.1.g20059, NC_089039.1.g20060, NC_089041.1.g26354, NC_089046.1.g37784	2	0	
OG0034071						NC_089045.1.g37202	NC_089045.1.g36590, NC_089045.1.g36591	NC_089045.1.g36803, NC_089045.1.g36804	3	0	
OG0034072							NC_089037.1.g12404, NC_089037.1.g12408, NC_089046.1.g39385	NC_089037.1.g12467, NC_089037.1.g12471	2	0	
OG0034074	NC_089035.1.g12		NC_089035.1.g12			NC_089035.1.g12	NC_089035.1.g11		3	1	
OG0034075	NC_089035.1.g260	NC_089035.1.g251				NC_089035.1.g259	NC_089035.1.g253		3	1	
OG0034076	NC_089035.1.g499			NC_089035.1.g503		NC_089035.1.g516		NC_089035.1.g487	3	1	
OG0034077	NC_089035.1.g566		NC_089035.1.g550			NC_089035.1.g585	NC_089035.1.g549		3	1	
OG0034078	NC_089035.1.g583	NC_089035.1.g587					NC_089035.1.g564	NC_089035.1.g571	3	1	
OG0034079	NC_089035.1.g615				NC_089035.1.g592	NC_089035.1.g628		NC_089035.1.g602	3	1	
OG0034080	NC_089035.1.g678	NC_089035.1.g680		NC_089035.1.g679				NC_089035.1.g663	3	1	
OG0034081	NC_089035.1.g702			NC_089035.1.g704		NC_089035.1.g716		NC_089035.1.g686	3	1	
OG0034082	NC_089035.1.g930	NC_089035.1.g932	NC_089035.1.g903				NC_089035.1.g907		3	1	
OG0034083	NC_089035.1.g942			NC_089035.1.g942	NC_089035.1.g919	NC_089035.1.g956			3	1	
OG0034085	NC_089035.1.g1039		NC_089035.1.g1012				NC_089035.1.g1015	NC_089035.1.g1016	3	1	
OG0034086	NC_089035.1.g1041			NC_089035.1.g1036	NC_089035.1.g1019	NC_089035.1.g1054			3	1	
OG0034087	NC_089035.1.g1043		NC_089035.1.g1016		NC_089035.1.g1021		NC_089035.1.g1019		3	1	
OG0034088	NC_089035.1.g1050		NC_089035.1.g1024		NC_089035.1.g1029		NC_089035.1.g1026		3	1	
OG0034089	NC_089035.1.g1090			NC_089035.1.g1084			NC_089035.1.g1064	NC_089035.1.g1062	3	1	
OG0034090	NC_089035.1.g1108	NC_089035.1.g1107	NC_089035.1.g1076					NC_089035.1.g1079	3	1	
OG0034091	NC_089035.1.g1386	NC_089046.1.g38371			NC_089046.1.g38559	NC_089035.1.g1388			3	1	
OG0034092	NC_089035.1.g1417	NC_089035.1.g1411			NC_089035.1.g1390		NC_089035.1.g1380		3	1	
OG0034093	NC_089035.1.g1462			NC_089035.1.g1437	NC_089035.1.g1437		NC_089035.1.g1424		3	1	
OG0034094	NC_089035.1.g1463	NC_089035.1.g1460	NC_089035.1.g1425			NC_089035.1.g1466			3	1	
OG0034095	NC_089035.1.g1487	NC_089035.1.g1482	NC_089035.1.g1449	NC_089035.1.g1462					3	1	
OG0034096	NC_089035.1.g1495			NC_089035.1.g1472	NC_089035.1.g1469	NC_089035.1.g1496			3	1	
OG0034097	NC_089035.1.g1544			NC_089035.1.g1523		NC_089035.1.g1551	NC_089035.1.g1503		3	1	
OG0034098	NC_089035.1.g1559			NC_089035.1.g1540	NC_089035.1.g1531	NC_089035.1.g1566			3	1	
OG0034099	NC_089035.1.g1561		NC_089035.1.g1526	NC_089035.1.g1542			NC_089035.1.g1518		3	1	
OG0034100	NC_089035.1.g1614		NC_089035.1.g1580	NC_089035.1.g1592		NC_089035.1.g1620			3	1	
OG0034101	NC_089035.1.g1688		NC_089035.1.g1661				NC_089035.1.g1646	NC_089035.1.g1651	3	1	
OG0034102	NC_089035.1.g1735	NC_089035.1.g1721	NC_089035.1.g1705			NC_089035.1.g1746			3	1	
OG0034103	NC_089035.1.g1850		NC_089035.1.g1811	NC_089035.1.g1816		NC_089035.1.g1856			3	1	
OG0034104	NC_089035.1.g1866		NC_089035.1.g1825	NC_089035.1.g1828			NC_089035.1.g1808		3	1	
OG0034105	NC_089035.1.g1926	NC_089035.1.g1897	NC_089035.1.g1883			NC_089035.1.g1930			3	1	
OG0034106	NC_089035.1.g1933			NC_089035.1.g1891	NC_089035.1.g1890		NC_089035.1.g1875		3	1	
OG0034107	NC_089035.1.g1938	NC_089035.1.g1909			NC_089035.1.g1894			NC_089035.1.g1895	3	1	
OG0034108	NC_089035.1.g1944	NC_089035.1.g1915			NC_089035.1.g1901			NC_089035.1.g1900	3	1	
OG0034109	NC_089035.1.g1975			NC_089035.1.g1934		NC_089035.1.g1980	NC_089035.1.g1916		3	1	
OG0034110	NC_089035.1.g1977	NC_089035.1.g1949			NC_089035.1.g1939	NC_089035.1.g1983			3	1	
OG0034111	NC_089035.1.g1983	NC_089035.1.g1954	NC_089035.1.g1932			NC_089035.1.g1989			3	1	
OG0034112	NC_089035.1.g2034			NC_089035.1.g1998	NC_089035.1.g2000	NC_089035.1.g2045			3	1	
OG0034113	NC_089035.1.g2089			NC_089035.1.g2054	NC_089035.1.g2057	NC_089035.1.g2102			3	1	
OG0034114	NC_089035.1.g2093				NC_089035.1.g2062	NC_089035.1.g2108	NC_089035.1.g2046		3	1	
OG0034115	NC_089035.1.g2226, NC_089041.1.g25723	NC_089035.1.g2204		NC_089041.1.g25387					2	1	
OG0034116	NC_089035.1.g2247			NC_089035.1.g2208	NC_089035.1.g2216		NC_089035.1.g2199		3	1	
OG0034117	NC_089035.1.g2296	NC_089035.1.g2270	NC_089035.1.g2258			NC_089035.1.g2303			3	1	
OG0034118	NC_089035.1.g2336			NC_089035.1.g2295		NC_089035.1.g2347	NC_089035.1.g2294		3	1	
OG0034119	NC_089035.1.g2341		NC_089035.1.g2302		NC_089035.1.g2311	NC_089035.1.g2352			3	1	
OG0034120	NC_089035.1.g2361	NC_089035.1.g2328				NC_089035.1.g2369	NC_089035.1.g2316		3	1	
OG0034121	NC_089035.1.g2400		NC_089035.1.g2362	NC_089035.1.g2351		NC_089035.1.g2406			3	1	
OG0034122	NC_089035.1.g2415		NC_089035.1.g2377				NC_089035.1.g2373	NC_089045.1.g36038	3	1	
OG0034123	NC_089035.1.g2450			NC_089035.1.g2401		NC_089035.1.g2458	NC_089035.1.g2407		3	1	
OG0034124	NC_089035.1.g2476	NC_089035.1.g2435			NC_089035.1.g2429			NC_089035.1.g2416	3	1	
OG0034125	NC_089035.1.g2504			NC_089035.1.g2457	NC_089035.1.g2460			NC_089035.1.g2445	3	1	
OG0034126	NC_089035.1.g2553	NC_089035.1.g2521			NC_089035.1.g2519	NC_089035.1.g2566			3	1	
OG0034127	NC_089035.1.g2570	NC_089035.1.g2539	NC_089035.1.g2544					NC_089035.1.g2520	3	1	
OG0034128	NC_089035.1.g2659			NC_089035.1.g2617, NC_089036.1.g7144				NC_089035.1.g2616	2	1	
OG0034129	NC_089035.1.g2661	NC_089035.1.g2643	NC_089035.1.g2646				NC_089035.1.g2635		3	1	
OG0034130	NC_089035.1.g2733		NC_089035.1.g2724		NC_089035.1.g2715			NC_089035.1.g2696	3	1	
OG0034131	NC_089035.1.g2744	NC_089035.1.g2730			NC_089035.1.g2726	NC_089035.1.g2767			3	1	
OG0034132	NC_089035.1.g2824	NC_089045.1.g34519		NC_089045.1.g34214			NC_089039.1.g20076		3	1	
OG0034133	NC_089035.1.g2827	NC_089035.1.g2816					NC_089035.1.g2807	NC_089035.1.g2793	3	1	
OG0034134	NC_089035.1.g2857	NC_089035.1.g2846	NC_089035.1.g2854					NC_089035.1.g2827	3	1	
OG0034135	NC_089035.1.g2876			NC_089035.1.g2838		NC_089035.1.g2904	NC_089035.1.g2855		3	1	
OG0034136	NC_089035.1.g2881, NC_089039.1.g19585	NC_089043.1.g30966				NC_089039.1.g19750			2	1	
OG0034137	NC_089035.1.g2907	NC_089035.1.g2896		NC_089035.1.g2870	NC_089035.1.g2897				3	1	
OG0034138	NC_089035.1.g3084			NC_089035.1.g3041	NC_089035.1.g3075	NC_089035.1.g3117			3	1	
OG0034139	NC_089035.1.g3098			NC_089035.1.g3054		NC_089035.1.g3130	NC_089035.1.g3077		3	1	
OG0034140	NC_089035.1.g3200	NC_089041.1.g24520, NC_089046.1.g37185		NC_089043.1.g30015					2	1	
OG0034141	NC_089035.1.g3251					NC_089035.1.g3282		NC_089035.1.g3225, NC_089043.1.g31103	2	1	
OG0034142	NC_089035.1.g3302		NC_089035.1.g3302			NC_089035.1.g3335	NC_089035.1.g3285		3	1	
OG0034143	NC_089035.1.g3440	NC_089035.1.g3438				NC_089035.1.g3470		NC_089035.1.g3411	3	1	
OG0034144	NC_089035.1.g3522	NC_089035.1.g3516			NC_089035.1.g3505			NC_089035.1.g3489	3	1	
OG0034145	NC_089035.1.g3523, NC_089035.1.g3524				NC_089035.1.g3507	NC_089035.1.g3551			2	1	
OG0034146	NC_089035.1.g3532		NC_089035.1.g3517	NC_089035.1.g3466		NC_089035.1.g3558			3	1	
OG0034147	NC_089035.1.g3559		NC_089035.1.g3546	NC_089035.1.g3492		NC_089035.1.g3587			3	1	
OG0034148	NC_089035.1.g3574		NC_089046.1.g37598	NC_089035.1.g3507		NC_089035.1.g3602			3	1	
OG0034149	NC_089035.1.g3634		NC_089035.1.g3625	NC_089035.1.g3568		NC_089035.1.g3664			3	1	
OG0034150	NC_089035.1.g3652	NC_089035.1.g3646, NC_089042.1.g27107	NC_089035.1.g3645						2	1	
OG0034151	NC_089035.1.g3718, NC_089036.1.g9055			NC_089036.1.g8975		NC_089036.1.g9141			2	1	
OG0034152	NC_089035.1.g3738		NC_089037.1.g13557			NC_089035.1.g3775, NC_089037.1.g13712			2	1	
OG0034153	NC_089035.1.g3739		NC_089035.1.g3732	NC_089035.1.g3672		NC_089035.1.g3776			3	1	
OG0034154	NC_089035.1.g3772	NC_089035.1.g3765		NC_089035.1.g3705		NC_089035.1.g3809			3	1	
OG0034155	NC_089035.1.g3819			NC_089035.1.g3754		NC_089035.1.g3857	NC_089035.1.g3782		3	1	
OG0034156	NC_089035.1.g3838			NC_089035.1.g3773		NC_089035.1.g3876		NC_089035.1.g3805	3	1	
OG0034157	NC_089035.1.g3842			NC_089035.1.g3777		NC_089035.1.g3880		NC_089035.1.g3809	3	1	
OG0034158	NC_089035.1.g3843			NC_089035.1.g3778	NC_089035.1.g3826	NC_089035.1.g3881			3	1	
OG0034159	NC_089035.1.g3891	NC_089035.1.g3882		NC_089035.1.g3831	NC_089040.1.g21889				3	1	
OG0034160	NC_089035.1.g3920	NC_089035.1.g3911			NC_089035.1.g3900, NC_089040.1.g20972				2	1	
OG0034161	NC_089035.1.g3934		NC_089035.1.g3926	NC_089035.1.g3872		NC_089035.1.g3973			3	1	
OG0034162	NC_089035.1.g3953			NC_089035.1.g3889	NC_089035.1.g3931	NC_089035.1.g3994			3	1	
OG0034163	NC_089035.1.g4008			NC_089035.1.g3942		NC_089035.1.g4045, NC_089035.1.g4050			2	1	
OG0034164	NC_089035.1.g4123	NC_089035.1.g4100			NC_089035.1.g4096		NC_089035.1.g4069		3	1	
OG0034165	NC_089035.1.g4177	NC_089035.1.g4156	NC_089035.1.g4172				NC_089035.1.g4125		3	1	
OG0034166	NC_089035.1.g4281			NC_089035.1.g4213	NC_089035.1.g4261	NC_089035.1.g4322			3	1	
OG0034167	NC_089035.1.g4295			NC_089035.1.g4227	NC_089035.1.g4276	NC_089035.1.g4337			3	1	
OG0034168	NC_089035.1.g4374			NC_089035.1.g4299	NC_089035.1.g4354	NC_089035.1.g4414			3	1	
OG0034169	NC_089035.1.g4439			NC_089035.1.g4363	NC_089035.1.g4421	NC_089035.1.g4479			3	1	
OG0034170	NC_089035.1.g4724		NC_089035.1.g4723			NC_089035.1.g4762	NC_089035.1.g4680		3	1	
OG0034171	NC_089035.1.g4748		NC_089035.1.g4743	NC_089035.1.g4669				NC_089035.1.g4708	3	1	
OG0034172	NC_089035.1.g4957	NC_089035.1.g4940					NC_089035.1.g4910	NC_089035.1.g4916	3	1	
OG0034173	NC_089035.1.g5064	NC_089035.1.g5050	NC_089035.1.g5051				NC_089035.1.g5015		3	1	
OG0034174	NC_089035.1.g5089				NC_089043.1.g31018	NC_089043.1.g31342	NC_089043.1.g30822		3	1	
OG0034175	NC_089035.1.g5103			NC_089035.1.g5026		NC_089035.1.g5152	NC_089035.1.g5053		3	1	
OG0034176	NC_089036.1.g5318	NC_089036.1.g5309	NC_089036.1.g5311	NC_089036.1.g5244					3	1	
OG0034177	NC_089036.1.g5553		NC_089036.1.g5551			NC_089036.1.g5612	NC_089036.1.g5511		3	1	
OG0034178	NC_089036.1.g5561		NC_089036.1.g5560	NC_089036.1.g5493		NC_089036.1.g5620			3	1	
OG0034179	NC_089036.1.g5650			NC_089036.1.g5583		NC_089036.1.g5705	NC_089036.1.g5613		3	1	
OG0034180	NC_089036.1.g5769		NC_089036.1.g5778	NC_089036.1.g5713		NC_089036.1.g5827			3	1	
OG0034181	NC_089036.1.g6100	NC_089036.1.g6091				NC_089036.1.g6159	NC_089036.1.g6057		3	1	
OG0034182	NC_089036.1.g6123	NC_089036.1.g6117		NC_089036.1.g6062		NC_089036.1.g6186			3	1	
OG0034183	NC_089036.1.g6180			NC_089036.1.g6123	NC_089036.1.g6178	NC_089036.1.g6246			3	1	
OG0034184	NC_089036.1.g6200				NC_089036.1.g6196	NC_089036.1.g6266		NC_089036.1.g6205	3	1	
OG0034185	NC_089036.1.g6225			NC_089036.1.g6167	NC_089036.1.g6218	NC_089036.1.g6292			3	1	
OG0034186	NC_089036.1.g6302			NC_089036.1.g6241		NC_089036.1.g6369	NC_089036.1.g6256		3	1	
OG0034187	NC_089036.1.g6333			NC_089036.1.g6274	NC_089036.1.g6320	NC_089036.1.g6401			3	1	
OG0034188	NC_089036.1.g6341			NC_089036.1.g6281	NC_089036.1.g6326	NC_089036.1.g6408			3	1	
OG0034189	NC_089036.1.g6376	NC_089036.1.g6364		NC_089036.1.g6313		NC_089036.1.g6447			3	1	
OG0034190	NC_089036.1.g6385			NC_089036.1.g6322		NC_089036.1.g6456		NC_089036.1.g6387	3	1	
OG0034191	NC_089036.1.g6392			NC_089036.1.g6327	NC_089036.1.g6374	NC_089036.1.g6463			3	1	
OG0034192	NC_089036.1.g6405			NC_089036.1.g6341		NC_089036.1.g6476		NC_089036.1.g6407	3	1	
OG0034193	NC_089036.1.g6406			NC_089036.1.g6342		NC_089036.1.g6477		NC_089036.1.g6408	3	1	
OG0034194	NC_089036.1.g6478			NC_089036.1.g6412	NC_089036.1.g6461	NC_089036.1.g6555			3	1	
OG0034195	NC_089036.1.g6512		NC_089036.1.g6501			NC_089036.1.g6589		NC_089036.1.g6513	3	1	
OG0034196	NC_089036.1.g6580	NC_089036.1.g6548				NC_089036.1.g6660	NC_089036.1.g6533		3	1	
OG0034197	NC_089036.1.g6619		NC_089036.1.g6606	NC_089036.1.g6550		NC_089036.1.g6702			3	1	
OG0034198	NC_089036.1.g6621	NC_089036.1.g6591	NC_089036.1.g6608					NC_089036.1.g6622	3	1	
OG0034199	NC_089036.1.g6655			NC_089036.1.g6585	NC_089036.1.g6638	NC_089036.1.g6739			3	1	
OG0034201	NC_089036.1.g6884			NC_089036.1.g6802	NC_089036.1.g6865		NC_089036.1.g6829		3	1	
OG0034202	NC_089036.1.g6898		NC_089036.1.g6876	NC_089036.1.g6823		NC_089036.1.g6973			3	1	
OG0034203	NC_089036.1.g7033	NC_089036.1.g7002					NC_089036.1.g6979	NC_089036.1.g7036	3	1	
OG0034204	NC_089036.1.g7083				NC_089036.1.g7061		NC_089036.1.g7029	NC_089036.1.g7083	3	1	
OG0034205	NC_089036.1.g7085	NC_089036.1.g7053					NC_089036.1.g7031	NC_089036.1.g7085	3	1	
OG0034206	NC_089036.1.g7108		NC_089036.1.g7072	NC_089036.1.g7024		NC_089036.1.g7178			3	1	
OG0034207	NC_089036.1.g7122	NC_089036.1.g7091				NC_089045.1.g35246	NC_089036.1.g7070		3	1	
OG0034208	NC_089036.1.g7126			NC_089036.1.g7040		NC_089036.1.g7195		NC_089036.1.g7123	3	1	
OG0034209	NC_089036.1.g7241	NC_089037.1.g10730	NC_089037.1.g10731				NC_089036.1.g7185		3	1	
OG0034210	NC_089036.1.g7269					NC_089036.1.g7332	NC_089036.1.g7216	NC_089036.1.g7261	3	1	
OG0034211	NC_089036.1.g7344	NC_089036.1.g7304				NC_089036.1.g7407	NC_089036.1.g7302		3	1	
OG0034212	NC_089036.1.g7355			NC_089036.1.g7268		NC_089036.1.g7418		NC_089036.1.g7351	3	1	
OG0034213	NC_089036.1.g7378, NC_089039.1.g20423			NC_089036.1.g7291		NC_089036.1.g7443			2	1	
OG0034214	NC_089036.1.g7470			NC_089036.1.g7391		NC_089036.1.g7544	NC_089036.1.g7438		3	1	
OG0034215	NC_089036.1.g7609	NC_089036.1.g7577			NC_089036.1.g7582	NC_089036.1.g7680			3	1	
OG0034216	NC_089036.1.g7634			NC_089036.1.g7552	NC_089036.1.g7607	NC_089036.1.g7705			3	1	
OG0034217	NC_089036.1.g7638			NC_089036.1.g7555		NC_089036.1.g7709		NC_089036.1.g7641	3	1	
OG0034218	NC_089036.1.g7680			NC_089036.1.g7600	NC_089036.1.g7652	NC_089036.1.g7754			3	1	
OG0034219	NC_089036.1.g7702			NC_089036.1.g7624		NC_089036.1.g7778		NC_089036.1.g7708	3	1	
OG0034220	NC_089036.1.g7794				NC_089036.1.g7764	NC_089036.1.g7860	NC_089036.1.g7763		3	1	
OG0034221	NC_089036.1.g7828			NC_089036.1.g7747		NC_089036.1.g7898		NC_089036.1.g7830	3	1	
OG0034222	NC_089036.1.g7989		NC_089036.1.g7946		NC_089036.1.g7963			NC_089036.1.g7989	3	1	
OG0034223	NC_089036.1.g8032	NC_089036.1.g8004			NC_089036.1.g8008		NC_089036.1.g8009		3	1	
OG0034224	NC_089036.1.g8082	NC_089036.1.g8052		NC_089036.1.g8004		NC_089036.1.g8156			3	1	
OG0034225	NC_089036.1.g8107		NC_089036.1.g8069		NC_089036.1.g8083			NC_089036.1.g8109	3	1	
OG0034226	NC_089036.1.g8169			NC_089036.1.g8082		NC_089036.1.g8240		NC_089036.1.g8167	3	1	
OG0034227	NC_089036.1.g8211			NC_089036.1.g8127	NC_089036.1.g8186	NC_089036.1.g8287			3	1	
OG0034228	NC_089036.1.g8243			NC_089036.1.g8158	NC_089036.1.g8219	NC_089036.1.g8320			3	1	
OG0034229	NC_089036.1.g8319	NC_089036.1.g8291			NC_089036.1.g8297			NC_089036.1.g8314	3	1	
OG0034230	NC_089036.1.g8376			NC_089036.1.g8287	NC_089036.1.g8353	NC_089036.1.g8456			3	1	
OG0034231	NC_089036.1.g8384			NC_089036.1.g8295	NC_089036.1.g8361	NC_089036.1.g8464			3	1	
OG0034232	NC_089036.1.g8423			NC_089036.1.g8340	NC_089036.1.g8399	NC_089036.1.g8503			3	1	
OG0034233	NC_089036.1.g8444			NC_089036.1.g8363	NC_089036.1.g8421	NC_089036.1.g8527			3	1	
OG0034234	NC_089036.1.g8477	NC_089036.1.g8450	NC_089044.1.g32472		NC_089044.1.g32646				3	1	
OG0034235	NC_089036.1.g8541	NC_089036.1.g8517	NC_089036.1.g8509					NC_089036.1.g8533	3	1	
OG0034236	NC_089036.1.g8580				NC_089046.1.g37980			NC_089036.1.g8573, NC_089046.1.g37900	2	1	
OG0034237	NC_089036.1.g8587			NC_089036.1.g8507	NC_089036.1.g8558	NC_089036.1.g8669			3	1	
OG0034238	NC_089036.1.g8674		NC_089036.1.g8634	NC_089036.1.g8592		NC_089036.1.g8758			3	1	
OG0034239	NC_089036.1.g8806			NC_089036.1.g8727			NC_089036.1.g8780	NC_089036.1.g8799	3	1	
OG0034240	NC_089036.1.g8826				NC_089036.1.g8791		NC_089036.1.g8801	NC_089036.1.g8819	3	1	
OG0034241	NC_089036.1.g8880			NC_089036.1.g8801		NC_089036.1.g8964		NC_089035.1.g2381	3	1	
OG0034242	NC_089036.1.g8912			NC_089036.1.g8831	NC_089035.1.g1772	NC_089036.1.g8996			3	1	
OG0034243	NC_089036.1.g9071			NC_089036.1.g8992		NC_089036.1.g9157	NC_089036.1.g9046		3	1	
OG0034244	NC_089036.1.g9183, NC_089044.1.g33045			NC_089036.1.g9108		NC_089036.1.g9273			2	1	
OG0034245	NC_089036.1.g9202	NC_089036.1.g9178		NC_089036.1.g9127		NC_089036.1.g9292			3	1	
OG0034246	NC_089036.1.g9213			NC_089036.1.g9137		NC_089036.1.g9302	NC_089036.1.g9176		3	1	
OG0034247	NC_089036.1.g9290			NC_089036.1.g9219		NC_089036.1.g9383	NC_089036.1.g9258		3	1	
OG0034248	NC_089036.1.g9296		NC_089036.1.g9262	NC_089036.1.g9224				NC_089036.1.g9286	3	1	
OG0034249	NC_089036.1.g9336			NC_089036.1.g9266		NC_089036.1.g9427		NC_089036.1.g9328	3	1	
OG0034250	NC_089036.1.g9415			NC_089036.1.g9341	NC_089036.1.g9381	NC_089036.1.g9504			3	1	
OG0034252	NC_089037.1.g9671		NC_089044.1.g32696		NC_089040.1.g21045	NC_089043.1.g31747			3	1	
OG0034253	NC_089037.1.g9765	NC_089037.1.g9732		NC_089037.1.g9686		NC_089037.1.g9849			3	1	
OG0034254	NC_089037.1.g9773			NC_089037.1.g9695		NC_089037.1.g9858		NC_089037.1.g9762	3	1	
OG0034255	NC_089037.1.g10089	NC_089037.1.g10059		NC_089037.1.g10014		NC_089037.1.g10186			3	1	
OG0034256	NC_089037.1.g10135			NC_089037.1.g10061		NC_089037.1.g10234	NC_089037.1.g10103		3	1	
OG0034257	NC_089037.1.g10336	NC_089037.1.g10309	NC_089037.1.g10307			NC_089037.1.g10440			3	1	
OG0034258	NC_089037.1.g10402	NC_089037.1.g10378		NC_089037.1.g10322		NC_089037.1.g10504			3	1	
OG0034259	NC_089037.1.g10451					NC_089037.1.g10550	NC_089037.1.g10431	NC_089037.1.g10465	3	1	
OG0034260	NC_089037.1.g10614		NC_089037.1.g10575	NC_089037.1.g10531		NC_089037.1.g10709			3	1	
OG0034262	NC_089037.1.g10874	NC_089037.1.g10832	NC_089037.1.g10835		NC_089037.1.g10848				3	1	
OG0034263	NC_089037.1.g10888		NC_089037.1.g10850		NC_089037.1.g10863		NC_089037.1.g10856		3	1	
OG0034264	NC_089037.1.g10917			NC_089037.1.g10835	NC_089037.1.g10892		NC_089037.1.g10884		3	1	
OG0034265	NC_089037.1.g10976	NC_089037.1.g10933				NC_089037.1.g11066	NC_089037.1.g10941		3	1	
OG0034266	NC_089037.1.g10986, NC_089046.1.g39331			NC_089037.1.g10903			NC_089046.1.g39057		2	1	
OG0034267	NC_089037.1.g11050		NC_089037.1.g11004				NC_089037.1.g11008	NC_089037.1.g11054	3	1	
OG0034268	NC_089037.1.g11051		NC_089037.1.g11005		NC_089037.1.g11016		NC_089037.1.g11009		3	1	
OG0034269	NC_089037.1.g11057	NC_089037.1.g11007				NC_089037.1.g11139	NC_089037.1.g11014		3	1	
OG0034270	NC_089037.1.g11102			NC_089037.1.g11009		NC_089037.1.g11180	NC_089037.1.g11056		3	1	
OG0034271	NC_089037.1.g11131	NC_089037.1.g11074	NC_089037.1.g11072		NC_089037.1.g11086				3	1	
OG0034272	NC_089037.1.g11566	NC_089037.1.g11524		NC_089037.1.g11462				NC_089037.1.g11583	3	1	
OG0034273	NC_089037.1.g11593				NC_089039.1.g19114		NC_089039.1.g19100	NC_089039.1.g19110	3	1	
OG0034274	NC_089037.1.g11629			NC_089037.1.g11531	NC_089037.1.g11603			NC_089037.1.g11649	3	1	
OG0034275	NC_089037.1.g11661		NC_089037.1.g11622	NC_089037.1.g11560		NC_089037.1.g11745			3	1	
OG0034276	NC_089037.1.g11732		NC_089037.1.g11686	NC_089037.1.g11628		NC_089037.1.g11811			3	1	
OG0034277	NC_089037.1.g11772		NC_089037.1.g11727	NC_089037.1.g11665		NC_089037.1.g11849			3	1	
OG0034278	NC_089037.1.g11816		NC_089037.1.g11772	NC_089037.1.g11707		NC_089037.1.g11897			3	1	
OG0034279	NC_089037.1.g11828	NC_089037.1.g11771	NC_089037.1.g11784	NC_089037.1.g11719					3	1	
OG0034280	NC_089037.1.g11832		NC_089037.1.g11788	NC_089037.1.g11723		NC_089037.1.g11913			3	1	
OG0034281	NC_089037.1.g11833		NC_089037.1.g11789	NC_089037.1.g11724		NC_089037.1.g11914			3	1	
OG0034282	NC_089037.1.g11844		NC_089037.1.g11798	NC_089037.1.g11736		NC_089037.1.g11925			3	1	
OG0034283	NC_089037.1.g11854	NC_089037.1.g11798				NC_089037.1.g11944	NC_089037.1.g11793		3	1	
OG0034284	NC_089037.1.g11859		NC_089037.1.g11823	NC_089037.1.g11750		NC_089037.1.g11948			3	1	
OG0034285	NC_089037.1.g11886		NC_089037.1.g11850	NC_089037.1.g11780		NC_089037.1.g11978			3	1	
OG0034286	NC_089037.1.g11890		NC_089037.1.g11854	NC_089037.1.g11785		NC_089037.1.g11982			3	1	
OG0034287	NC_089037.1.g11919	NC_089037.1.g11853	NC_089037.1.g11877	NC_089037.1.g11814					3	1	
OG0034288	NC_089037.1.g11928		NC_089037.1.g11886	NC_089037.1.g11824		NC_089037.1.g12013			3	1	
OG0034289	NC_089037.1.g11943	NC_089037.1.g11877	NC_089037.1.g11903				NC_089037.1.g11872		3	1	
OG0034290	NC_089037.1.g11947		NC_089037.1.g11907	NC_089037.1.g11842		NC_089037.1.g12033			3	1	
OG0034291	NC_089037.1.g11949		NC_089037.1.g11909	NC_089037.1.g11843		NC_089037.1.g12035			3	1	
OG0034292	NC_089037.1.g11965	NC_089037.1.g11894	NC_089037.1.g11923					NC_089037.1.g11963	3	1	
OG0034293	NC_089037.1.g11968		NC_089037.1.g11926	NC_089037.1.g11859		NC_089037.1.g12052			3	1	
OG0034294	NC_089037.1.g11998		NC_089037.1.g11952	NC_089037.1.g11888		NC_089037.1.g12081			3	1	
OG0034295	NC_089037.1.g12011		NC_089037.1.g11963	NC_089037.1.g11899		NC_089037.1.g12093			3	1	
OG0034296	NC_089037.1.g12033		NC_089037.1.g11986	NC_089037.1.g11924		NC_089037.1.g12115			3	1	
OG0034297	NC_089037.1.g12047		NC_089037.1.g11999	NC_089037.1.g11938		NC_089037.1.g12130			3	1	
OG0034298	NC_089037.1.g12095		NC_089037.1.g12045	NC_089037.1.g11983		NC_089037.1.g12177			3	1	
OG0034299	NC_089037.1.g12097	NC_089037.1.g12022		NC_089037.1.g11985			NC_089037.1.g12013		3	1	
