Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0028848	NC_089038.1.g14825	NC_089038.1.g14723	NC_089038.1.g14759		NC_089038.1.g14762	NC_089038.1.g14945	NC_089038.1.g14757	NC_089038.1.g14820	6	1	
OG0028849	NC_089038.1.g14852		NC_089038.1.g14781	NC_089038.1.g14718	NC_089038.1.g14789	NC_089038.1.g14969	NC_089038.1.g14783	NC_089038.1.g14845	6	1	
OG0028850	NC_089038.1.g14864	NC_089038.1.g14761		NC_089038.1.g14728	NC_089038.1.g14801	NC_089038.1.g14979	NC_089038.1.g14798	NC_089038.1.g14857	6	1	
OG0028851	NC_089038.1.g14867	NC_089038.1.g14763		NC_089038.1.g14730	NC_089038.1.g14803	NC_089038.1.g14982	NC_089038.1.g14800	NC_089038.1.g14858	6	1	
OG0028852	NC_089038.1.g14868	NC_089038.1.g14765	NC_089038.1.g14797	NC_089038.1.g14732		NC_089038.1.g14984	NC_089038.1.g14801	NC_089038.1.g14860	6	1	
OG0028853	NC_089038.1.g14872	NC_089038.1.g14769	NC_089038.1.g14799	NC_089038.1.g14736	NC_089038.1.g14807	NC_089038.1.g14988		NC_089038.1.g14863	6	1	
OG0028854	NC_089038.1.g14887		NC_089038.1.g14815	NC_089038.1.g14752	NC_089038.1.g14823	NC_089038.1.g15003	NC_089038.1.g14821	NC_089038.1.g14879	6	1	
OG0028855	NC_089038.1.g14891		NC_089038.1.g14820	NC_089038.1.g14757	NC_089038.1.g14829	NC_089038.1.g15007	NC_089038.1.g14826	NC_089038.1.g14885	6	1	
OG0028856	NC_089038.1.g14937	NC_089038.1.g14838		NC_089038.1.g14801	NC_089038.1.g14881	NC_089038.1.g15060	NC_089038.1.g14874	NC_089038.1.g14935	6	1	
OG0028857	NC_089038.1.g14953	NC_089038.1.g14856	NC_089038.1.g14880	NC_089038.1.g14819	NC_089038.1.g14899	NC_089038.1.g15071		NC_089038.1.g14948	6	1	
OG0028859	NC_089038.1.g15005	NC_089038.1.g14908	NC_089038.1.g14928	NC_089038.1.g14869		NC_089038.1.g15121	NC_089038.1.g14937	NC_089038.1.g15001	6	1	
OG0028860	NC_089038.1.g15044		NC_089038.1.g14962	NC_089038.1.g14912	NC_089038.1.g14994	NC_089038.1.g15161	NC_089038.1.g14980	NC_089038.1.g15038	6	1	
OG0028861	NC_089038.1.g15068	NC_089038.1.g14957		NC_089038.1.g14931	NC_089038.1.g15006	NC_089038.1.g15178	NC_089038.1.g15001	NC_089038.1.g15058	6	1	
OG0028862	NC_089038.1.g15076	NC_089038.1.g14965	NC_089038.1.g14987		NC_089038.1.g15013	NC_089038.1.g15185	NC_089038.1.g15017	NC_089038.1.g15066	6	1	
OG0028863	NC_089038.1.g15080		NC_089038.1.g14990	NC_089038.1.g14941	NC_089038.1.g15016	NC_089038.1.g15189	NC_089038.1.g15020	NC_089038.1.g15069	6	1	
OG0028864	NC_089038.1.g15105	NC_089038.1.g14993	NC_089038.1.g15015	NC_089038.1.g14967		NC_089038.1.g15215	NC_089038.1.g15046	NC_089038.1.g15093	6	1	
OG0028866	NC_089038.1.g15133	NC_089038.1.g15017		NC_089038.1.g14994	NC_089038.1.g15069	NC_089038.1.g15240	NC_089038.1.g15074	NC_089038.1.g15116	6	1	
OG0028867	NC_089038.1.g15140	NC_089038.1.g15024	NC_089038.1.g15046	NC_089038.1.g15001	NC_089038.1.g15076	NC_089038.1.g15247	NC_089038.1.g15081		6	1	
OG0028868	NC_089038.1.g15143		NC_089038.1.g15048	NC_089038.1.g15003	NC_089038.1.g15078	NC_089038.1.g15250	NC_089038.1.g15084	NC_089038.1.g15125	6	1	
OG0028869	NC_089038.1.g15169	NC_089038.1.g15055	NC_089038.1.g15081		NC_089038.1.g15115	NC_089038.1.g15287	NC_089038.1.g15116	NC_089038.1.g15150	6	1	
OG0028870	NC_089038.1.g15171	NC_089038.1.g15057	NC_089038.1.g15083	NC_089038.1.g15038		NC_089038.1.g15289	NC_089038.1.g15118	NC_089038.1.g15152	6	1	
OG0028871	NC_089038.1.g15183	NC_089038.1.g15070	NC_089038.1.g15096	NC_089038.1.g15050	NC_089038.1.g15128	NC_089038.1.g15303	NC_089038.1.g15131		6	1	
OG0028872	NC_089038.1.g15184	NC_089038.1.g15071	NC_089038.1.g15097	NC_089038.1.g15051	NC_089038.1.g15129	NC_089038.1.g15304	NC_089038.1.g15132		6	1	
OG0028873	NC_089038.1.g15196	NC_089038.1.g15087	NC_089038.1.g15115	NC_089038.1.g15067		NC_089038.1.g15317	NC_089038.1.g15145	NC_089038.1.g15172	6	1	
OG0028874	NC_089038.1.g15216	NC_089038.1.g15108	NC_089038.1.g15137	NC_089038.1.g15091		NC_089038.1.g15339	NC_089038.1.g15165	NC_089038.1.g15190	6	1	
OG0028875	NC_089038.1.g15257	NC_089038.1.g15152	NC_089038.1.g15176		NC_089038.1.g15210	NC_089038.1.g15382	NC_089038.1.g15206	NC_089038.1.g15232	6	1	
OG0028876	NC_089038.1.g15274		NC_089038.1.g15192	NC_089038.1.g15150	NC_089038.1.g15227	NC_089038.1.g15399	NC_089038.1.g15222	NC_089038.1.g15247	6	1	
OG0028877	NC_089038.1.g15276	NC_089038.1.g15172		NC_089038.1.g15152	NC_089038.1.g15229	NC_089038.1.g15401	NC_089038.1.g15225	NC_089038.1.g15249	6	1	
OG0028878	NC_089038.1.g15303	NC_089038.1.g15198	NC_089038.1.g15218	NC_089038.1.g15179	NC_089038.1.g15254	NC_089038.1.g15427		NC_089038.1.g15275	6	1	
OG0028880	NC_089038.1.g15335	NC_089038.1.g15227	NC_089038.1.g15246	NC_089038.1.g15211	NC_089038.1.g15281		NC_089038.1.g15280	NC_089038.1.g15305	6	1	
OG0028881	NC_089038.1.g15388	NC_089038.1.g15283		NC_089038.1.g15260	NC_089038.1.g15337	NC_089038.1.g15507	NC_089038.1.g15333	NC_089038.1.g15355	6	1	
OG0028882	NC_089038.1.g15399	NC_089038.1.g15294	NC_089038.1.g15312		NC_089038.1.g15349	NC_089038.1.g15518	NC_089038.1.g15344	NC_089038.1.g15366	6	1	
OG0028883	NC_089038.1.g15427	NC_089038.1.g15322	NC_089038.1.g15338	NC_089038.1.g15299	NC_089038.1.g15380	NC_089038.1.g15548		NC_089038.1.g15398	6	1	
OG0028884	NC_089038.1.g15461	NC_089038.1.g15354	NC_089038.1.g15368	NC_089038.1.g15331		NC_089038.1.g15579	NC_089038.1.g15401	NC_089038.1.g15429	6	1	
OG0028885	NC_089038.1.g15462	NC_089038.1.g15355	NC_089038.1.g15369	NC_089038.1.g15332		NC_089038.1.g15580	NC_089038.1.g15402	NC_089038.1.g15430	6	1	
OG0028886	NC_089038.1.g15507		NC_089038.1.g15412	NC_089038.1.g15374	NC_089038.1.g15458	NC_089038.1.g15622	NC_089038.1.g15445	NC_089038.1.g15474	6	1	
OG0028887	NC_089038.1.g15523	NC_089038.1.g15415	NC_089038.1.g15427	NC_089038.1.g15389	NC_089038.1.g15474		NC_089038.1.g15462	NC_089038.1.g15488	6	1	
OG0028888	NC_089038.1.g15537	NC_089038.1.g15429	NC_089038.1.g15441		NC_089038.1.g15488	NC_089038.1.g15656	NC_089038.1.g15476	NC_089038.1.g15502	6	1	
OG0028889	NC_089038.1.g15545		NC_089038.1.g15449	NC_089038.1.g15413	NC_089038.1.g15497	NC_089038.1.g15666	NC_089038.1.g15484	NC_089038.1.g15510	6	1	
OG0028890	NC_089038.1.g15551		NC_089038.1.g15456	NC_089038.1.g15419	NC_089038.1.g15503	NC_089038.1.g15672	NC_089038.1.g15490	NC_089038.1.g15517	6	1	
OG0028891	NC_089038.1.g15552		NC_089038.1.g15457	NC_089038.1.g15420	NC_089038.1.g15504	NC_089038.1.g15673	NC_089038.1.g15491	NC_089038.1.g15518	6	1	
OG0028892	NC_089038.1.g15619		NC_089038.1.g15530	NC_089038.1.g15488	NC_089038.1.g15574	NC_089038.1.g15744	NC_089038.1.g15560	NC_089038.1.g15586	6	1	
OG0028893	NC_089038.1.g15630	NC_089038.1.g15525	NC_089038.1.g15542	NC_089038.1.g15500	NC_089038.1.g15586		NC_089038.1.g15573	NC_089038.1.g15598	6	1	
OG0028894	NC_089038.1.g15641	NC_089038.1.g15534	NC_089038.1.g15549	NC_089038.1.g15512		NC_089038.1.g15764	NC_089038.1.g15580	NC_089038.1.g15605	6	1	
OG0028895	NC_089038.1.g15642	NC_089038.1.g15535	NC_089038.1.g15550	NC_089038.1.g15513		NC_089038.1.g15765	NC_089038.1.g15581	NC_089038.1.g15606	6	1	
OG0028896	NC_089038.1.g15699		NC_089038.1.g15608	NC_089038.1.g15570	NC_089038.1.g15656	NC_089038.1.g15823	NC_089038.1.g15640	NC_089038.1.g15663	6	1	
OG0028898	NC_089038.1.g15753	NC_089038.1.g15647	NC_089038.1.g15660	NC_089038.1.g15627		NC_089038.1.g15878	NC_089038.1.g15694	NC_089038.1.g15715	6	1	
OG0028899	NC_089038.1.g15773	NC_089038.1.g15665	NC_089038.1.g15677	NC_089038.1.g15644	NC_089038.1.g15728	NC_089038.1.g15897		NC_089038.1.g15732	6	1	
OG0028900	NC_089038.1.g15792	NC_089038.1.g15685	NC_089038.1.g15695	NC_089038.1.g15662		NC_089038.1.g15914	NC_089038.1.g15732	NC_089038.1.g15751	6	1	
OG0028901	NC_089038.1.g15894		NC_089038.1.g15799	NC_089038.1.g15764	NC_089038.1.g15847	NC_089038.1.g16017	NC_089038.1.g15837	NC_089038.1.g15852	6	1	
OG0028902	NC_089038.1.g15924	NC_089038.1.g15818	NC_089038.1.g15828	NC_089038.1.g15791	NC_089038.1.g15874	NC_089038.1.g16050		NC_089038.1.g15882	6	1	
OG0028903	NC_089038.1.g15926	NC_089038.1.g15820	NC_089038.1.g15831	NC_089038.1.g15793		NC_089038.1.g16052	NC_089038.1.g15875	NC_089038.1.g15884	6	1	
OG0028904	NC_089038.1.g15935		NC_089038.1.g15842	NC_089038.1.g15803	NC_089038.1.g15885	NC_089038.1.g16062	NC_089038.1.g15886	NC_089038.1.g15894	6	1	
OG0028905	NC_089038.1.g15983	NC_089038.1.g15877	NC_089038.1.g15890	NC_089038.1.g15851		NC_089038.1.g16114	NC_089038.1.g15934	NC_089038.1.g15943	6	1	
OG0028906	NC_089038.1.g15985	NC_089038.1.g15878		NC_089038.1.g15853	NC_089038.1.g15934	NC_089038.1.g16116	NC_089038.1.g15936	NC_089038.1.g15945	6	1	
OG0028907	NC_089038.1.g16041	NC_089038.1.g15934	NC_089038.1.g15946	NC_089038.1.g15909	NC_089038.1.g15989	NC_089038.1.g16172	NC_089038.1.g15990		6	1	
OG0028908	NC_089038.1.g16047	NC_089038.1.g15944	NC_089038.1.g15956		NC_089038.1.g15999	NC_089038.1.g16183	NC_089038.1.g16000	NC_089038.1.g16008	6	1	
OG0028909	NC_089038.1.g16128		NC_089038.1.g16038	NC_089038.1.g15997	NC_089038.1.g16084	NC_089038.1.g16263	NC_089038.1.g16085	NC_089038.1.g16090	6	1	
OG0028910	NC_089038.1.g16129		NC_089038.1.g16039	NC_089038.1.g15998	NC_089038.1.g16085	NC_089038.1.g16264	NC_089038.1.g16086	NC_089038.1.g16091	6	1	
OG0028911	NC_089038.1.g16155		NC_089038.1.g16066	NC_089038.1.g16024	NC_089038.1.g16111	NC_089038.1.g16291	NC_089038.1.g16114	NC_089038.1.g16118	6	1	
OG0028912	NC_089038.1.g16206	NC_089038.1.g16100		NC_089038.1.g16075	NC_089038.1.g16161	NC_089038.1.g16341	NC_089038.1.g16443	NC_089038.1.g16166	6	1	
OG0028914	NC_089038.1.g16226	NC_089038.1.g16121	NC_089038.1.g16133		NC_089038.1.g16180	NC_089038.1.g16360	NC_089038.1.g16183	NC_089038.1.g16186	6	1	
OG0028915	NC_089038.1.g16249	NC_089038.1.g16143	NC_089038.1.g16157	NC_089038.1.g16114	NC_089038.1.g16203		NC_089038.1.g16206	NC_089038.1.g16208	6	1	
OG0028916	NC_089038.1.g16297		NC_089038.1.g16207	NC_089038.1.g16158	NC_089038.1.g16249	NC_089038.1.g16434	NC_089038.1.g16255	NC_089038.1.g16258	6	1	
OG0028917	NC_089038.1.g16321	NC_089038.1.g16208	NC_089038.1.g16229	NC_089038.1.g16179	NC_089038.1.g16272	NC_089038.1.g16453		NC_089038.1.g16281	6	1	
OG0028918	NC_089038.1.g16338	NC_089038.1.g16226	NC_089038.1.g16246	NC_089038.1.g16196	NC_089038.1.g16289	NC_089038.1.g16470	NC_089038.1.g16291		6	1	
OG0028920	NC_089038.1.g16391	NC_089038.1.g16272	NC_089038.1.g16298	NC_089038.1.g16245	NC_089038.1.g16340	NC_089038.1.g16522		NC_089038.1.g16350	6	1	
OG0028921	NC_089038.1.g16530		NC_089038.1.g16436	NC_089038.1.g16390	NC_089038.1.g16477	NC_089038.1.g16658	NC_089038.1.g16477	NC_089038.1.g16486	6	1	
OG0028923	NC_089038.1.g16672	NC_089038.1.g16538		NC_089038.1.g16526	NC_089038.1.g16612	NC_089038.1.g16804	NC_089038.1.g16610	NC_089038.1.g16617	6	1	
OG0028924	NC_089038.1.g16673	NC_089038.1.g16539	NC_089038.1.g16575		NC_089038.1.g16613	NC_089038.1.g16805	NC_089038.1.g16611	NC_089038.1.g16618	6	1	
OG0028925	NC_089038.1.g16720	NC_089038.1.g16582	NC_089038.1.g16622	NC_089038.1.g16567	NC_089038.1.g16657	NC_089038.1.g16850		NC_089038.1.g16662	6	1	
OG0028926	NC_089038.1.g16727	NC_089038.1.g16588	NC_089038.1.g16628	NC_089038.1.g16573	NC_089038.1.g16664	NC_089038.1.g16856	NC_089038.1.g16660		6	1	
OG0028927	NC_089038.1.g16738	NC_089038.1.g16599	NC_089038.1.g16639	NC_089038.1.g16584		NC_089038.1.g16867	NC_089038.1.g16671	NC_089038.1.g16680	6	1	
OG0028928	NC_089038.1.g16744		NC_089038.1.g16646	NC_089038.1.g16590	NC_089038.1.g16680	NC_089038.1.g16873	NC_089038.1.g16675	NC_089038.1.g16686	6	1	
OG0028929	NC_089038.1.g16746	NC_089038.1.g16604	NC_089038.1.g16648		NC_089038.1.g16682	NC_089038.1.g16875	NC_089038.1.g16677	NC_089038.1.g16688	6	1	
OG0028930	NC_089038.1.g16753	NC_089038.1.g16611	NC_089038.1.g16660	NC_089038.1.g16599	NC_089038.1.g16689		NC_089038.1.g16684	NC_089038.1.g16696	6	1	
OG0028931	NC_089038.1.g16758	NC_089038.1.g16616	NC_089038.1.g16665	NC_089038.1.g16604	NC_089038.1.g16695	NC_089038.1.g16890		NC_089038.1.g16701	6	1	
OG0028934	NC_089038.1.g16846	NC_089038.1.g16701		NC_089038.1.g16693	NC_089038.1.g16783	NC_089038.1.g16976	NC_089038.1.g16775	NC_089038.1.g16791	6	1	
OG0028935	NC_089038.1.g16923	NC_089038.1.g16777	NC_089038.1.g16826	NC_089038.1.g16765		NC_089038.1.g17051	NC_089038.1.g16849	NC_089038.1.g16866	6	1	
OG0028936	NC_089038.1.g16926	NC_089038.1.g16780	NC_089038.1.g16829	NC_089038.1.g16767	NC_089038.1.g16862	NC_089038.1.g17053	NC_089038.1.g16852		6	1	
OG0028937	NC_089038.1.g16936	NC_089038.1.g16790	NC_089038.1.g16840	NC_089038.1.g16778	NC_089038.1.g16873	NC_089038.1.g17064	NC_089038.1.g16862		6	1	
OG0028938	NC_089038.1.g16964		NC_089038.1.g16870	NC_089038.1.g16807	NC_089038.1.g16899	NC_089038.1.g17090	NC_089038.1.g16889	NC_089038.1.g16903	6	1	
OG0028939	NC_089038.1.g16984		NC_089038.1.g16887	NC_089038.1.g16827	NC_089038.1.g16919	NC_089038.1.g17111	NC_089038.1.g16907	NC_089038.1.g16923	6	1	
OG0028941	NC_089038.1.g17096		NC_089038.1.g17004	NC_089038.1.g16939	NC_089038.1.g17033	NC_089038.1.g17223	NC_089038.1.g17019	NC_089038.1.g17041	6	1	
OG0028942	NC_089038.1.g17105		NC_089038.1.g17013	NC_089038.1.g16948	NC_089038.1.g17042	NC_089038.1.g17232	NC_089038.1.g17028	NC_089038.1.g17050	6	1	
OG0028943	NC_089038.1.g17117	NC_089038.1.g16957		NC_089038.1.g16961	NC_089038.1.g17050	NC_089038.1.g17245	NC_089038.1.g17035	NC_089038.1.g17058	6	1	
OG0028944	NC_089038.1.g17171	NC_089038.1.g17012	NC_089038.1.g17079	NC_089038.1.g17014		NC_089038.1.g17298	NC_089038.1.g17093	NC_089038.1.g17117	6	1	
OG0028945	NC_089038.1.g17240	NC_089038.1.g17080	NC_089038.1.g17151		NC_089038.1.g17179	NC_089038.1.g17372	NC_089038.1.g17164	NC_089038.1.g17191	6	1	
OG0028946	NC_089038.1.g17244	NC_089038.1.g17084	NC_089038.1.g17155		NC_089038.1.g17183	NC_089038.1.g17376	NC_089038.1.g17168	NC_089038.1.g17195	6	1	
OG0028947	NC_089038.1.g17298	NC_089038.1.g17136	NC_089038.1.g17210	NC_089038.1.g17144	NC_089038.1.g17235	NC_089038.1.g17431	NC_089038.1.g17221		6	1	
OG0028948	NC_089038.1.g17326	NC_089038.1.g17163	NC_089038.1.g17238	NC_089038.1.g17172	NC_089038.1.g17261	NC_089038.1.g17459		NC_089038.1.g17273	6	1	
OG0028949	NC_089038.1.g17333	NC_089038.1.g17170	NC_089038.1.g17246	NC_089038.1.g17179	NC_089038.1.g17268	NC_089038.1.g17467	NC_089038.1.g17255		6	1	
OG0028950	NC_089038.1.g17397		NC_089038.1.g17311	NC_089038.1.g17244	NC_089038.1.g17333	NC_089038.1.g17531	NC_089038.1.g17321	NC_089038.1.g17343	6	1	
OG0028951	NC_089038.1.g17399		NC_089038.1.g17314	NC_089038.1.g17247	NC_089038.1.g17336	NC_089038.1.g17534	NC_089038.1.g17324	NC_089038.1.g17346	6	1	
OG0028952	NC_089038.1.g17440	NC_089038.1.g17276		NC_089038.1.g17289	NC_089038.1.g17376	NC_089038.1.g17574	NC_089038.1.g17366	NC_089038.1.g17388	6	1	
OG0028953	NC_089038.1.g17476	NC_089038.1.g17313	NC_089038.1.g17394	NC_089038.1.g17325	NC_089038.1.g17412	NC_089038.1.g17610		NC_089038.1.g17423	6	1	
OG0028954	NC_089038.1.g17490	NC_089038.1.g17328	NC_089038.1.g17407	NC_089038.1.g17340		NC_089038.1.g17625	NC_089038.1.g17418	NC_089038.1.g17438	6	1	
OG0028955	NC_089038.1.g17495	NC_089038.1.g17333		NC_089038.1.g17345	NC_089038.1.g17431	NC_089038.1.g17630	NC_089038.1.g17422	NC_089038.1.g17444	6	1	
OG0028957	NC_089038.1.g17536	NC_089038.1.g17373		NC_089038.1.g17387	NC_089044.1.g33565	NC_089038.1.g17671	NC_089038.1.g17462	NC_089038.1.g17484	6	1	
OG0028958	NC_089039.1.g17579	NC_089039.1.g17417	NC_089039.1.g17492	NC_089039.1.g17428	NC_089039.1.g17515	NC_089039.1.g17715		NC_089039.1.g17528	6	1	
OG0028959	NC_089039.1.g17584		NC_089039.1.g17497	NC_089039.1.g17433	NC_089039.1.g17520	NC_089039.1.g17720	NC_089039.1.g17512	NC_089039.1.g17533	6	1	
OG0028960	NC_089039.1.g17610	NC_089039.1.g17446	NC_089039.1.g17522	NC_089039.1.g17459	NC_089039.1.g17545	NC_089039.1.g17746	NC_089039.1.g17536		6	1	
OG0028961	NC_089039.1.g17623	NC_089039.1.g17457		NC_089039.1.g17471	NC_089039.1.g17556	NC_089039.1.g17759	NC_089039.1.g17547	NC_089039.1.g17568	6	1	
OG0028962	NC_089039.1.g17676	NC_089039.1.g17509		NC_089039.1.g17524	NC_089039.1.g17608	NC_089039.1.g17811	NC_089039.1.g17600	NC_089039.1.g17622	6	1	
OG0028963	NC_089039.1.g17692		NC_089039.1.g17601	NC_089039.1.g17541	NC_089039.1.g17625	NC_089039.1.g17827	NC_089039.1.g17617	NC_089039.1.g17637	6	1	
OG0028964	NC_089039.1.g17744		NC_089039.1.g17653	NC_089039.1.g17595	NC_089039.1.g17681	NC_089039.1.g17886	NC_089039.1.g17670	NC_089039.1.g17691	6	1	
OG0028965	NC_089039.1.g17747		NC_089039.1.g17656	NC_089039.1.g17598	NC_089039.1.g17684	NC_089039.1.g17889	NC_089039.1.g17675	NC_089039.1.g17695	6	1	
OG0028966	NC_089039.1.g17784	NC_089039.1.g17618		NC_089039.1.g17636	NC_089039.1.g17718	NC_089039.1.g17932	NC_089039.1.g17710	NC_089039.1.g17733	6	1	
OG0028967	NC_089039.1.g17799	NC_089039.1.g17633	NC_089039.1.g17707	NC_089039.1.g17650	NC_089039.1.g17733		NC_089039.1.g17725	NC_089039.1.g17748	6	1	
OG0028968	NC_089039.1.g17910	NC_089039.1.g17741	NC_089039.1.g17817		NC_089039.1.g17850	NC_089039.1.g18058	NC_089039.1.g17837	NC_089039.1.g17863	6	1	
OG0028969	NC_089039.1.g17933	NC_089039.1.g17764	NC_089039.1.g17840	NC_089039.1.g17784		NC_089039.1.g18081	NC_089039.1.g17860	NC_089039.1.g17886	6	1	
OG0028970	NC_089039.1.g17942	NC_089039.1.g17773		NC_089039.1.g17793	NC_089039.1.g17880	NC_089039.1.g18090	NC_089039.1.g17869	NC_089039.1.g17895	6	1	
OG0028971	NC_089039.1.g17954	NC_089039.1.g17785	NC_089039.1.g17862	NC_089039.1.g17805	NC_089039.1.g17892	NC_089039.1.g18102	NC_089039.1.g17881		6	1	
OG0028972	NC_089039.1.g17997		NC_089039.1.g17905	NC_089039.1.g17846	NC_089039.1.g17935	NC_089039.1.g18144	NC_089039.1.g17925	NC_089039.1.g17951	6	1	
OG0028973	NC_089039.1.g18038	NC_089039.1.g17873	NC_089039.1.g17946	NC_089039.1.g17890	NC_089039.1.g17977	NC_089039.1.g18188		NC_089039.1.g17994	6	1	
OG0028974	NC_089039.1.g18039	NC_089039.1.g17874	NC_089039.1.g17947	NC_089039.1.g17891	NC_089039.1.g17978	NC_089039.1.g18190	NC_089039.1.g17972		6	1	
OG0028975	NC_089039.1.g18064		NC_089039.1.g17973	NC_089039.1.g17913	NC_089039.1.g18002	NC_089039.1.g18216	NC_089039.1.g17995	NC_089036.1.g6268	6	1	
OG0028976	NC_089039.1.g18085	NC_089039.1.g17921	NC_089039.1.g17995		NC_089039.1.g18028	NC_089039.1.g18239	NC_089039.1.g18018	NC_089039.1.g18031	6	1	
OG0028977	NC_089039.1.g18124	NC_089039.1.g17962		NC_089039.1.g17971	NC_089039.1.g18067	NC_089039.1.g18278	NC_089039.1.g18055	NC_089039.1.g18071	6	1	
OG0028978	NC_089039.1.g18178	NC_089039.1.g18013	NC_089039.1.g18079	NC_089039.1.g18021		NC_089039.1.g18326	NC_089039.1.g18103	NC_089039.1.g18120	6	1	
OG0028979	NC_089039.1.g18188		NC_089039.1.g18088	NC_089039.1.g18029	NC_089039.1.g18130	NC_089039.1.g18335	NC_089039.1.g18113	NC_089039.1.g18130	6	1	
OG0028980	NC_089039.1.g18196	NC_089039.1.g18033		NC_089039.1.g18037	NC_089039.1.g18139	NC_089039.1.g18343	NC_089039.1.g18122	NC_089039.1.g18139	6	1	
OG0028981	NC_089039.1.g18216		NC_089039.1.g18117	NC_089039.1.g18058	NC_089039.1.g18158	NC_089039.1.g18363	NC_089039.1.g18140	NC_089039.1.g18161	6	1	
OG0028982	NC_089039.1.g18226	NC_089039.1.g18066		NC_089039.1.g18068	NC_089039.1.g18171	NC_089039.1.g18375	NC_089039.1.g18151	NC_089039.1.g18173	6	1	
OG0028983	NC_089039.1.g18305		NC_089039.1.g18204	NC_089039.1.g18149	NC_089039.1.g18253	NC_089039.1.g18455	NC_089039.1.g18235	NC_089039.1.g18253	6	1	
OG0028984	NC_089039.1.g18308	NC_089039.1.g18149		NC_089039.1.g18152	NC_089039.1.g18256	NC_089039.1.g18458	NC_089039.1.g18238	NC_089039.1.g18256	6	1	
OG0028985	NC_089039.1.g18309	NC_089039.1.g18151		NC_089039.1.g18153	NC_089039.1.g18258	NC_089039.1.g18459	NC_089039.1.g18240	NC_089039.1.g18257	6	1	
OG0028986	NC_089039.1.g18313		NC_089039.1.g18212	NC_089039.1.g18157	NC_089039.1.g18263	NC_089039.1.g18462	NC_089039.1.g18245	NC_089039.1.g18261	6	1	
OG0028987	NC_089039.1.g18345	NC_089039.1.g18187	NC_089039.1.g18245	NC_089039.1.g18187	NC_089039.1.g18295	NC_089039.1.g18494		NC_089039.1.g18295	6	1	
OG0028988	NC_089039.1.g18346	NC_089039.1.g18188	NC_089039.1.g18246	NC_089039.1.g18188	NC_089039.1.g18296	NC_089039.1.g18495		NC_089039.1.g18296	6	1	
OG0028989	NC_089039.1.g18367	NC_089039.1.g18205	NC_089039.1.g18267	NC_089039.1.g18208		NC_089039.1.g18516	NC_089039.1.g18299	NC_089039.1.g18319	6	1	
OG0028990	NC_089039.1.g18434	NC_089039.1.g18267	NC_089039.1.g18329		NC_089039.1.g18389	NC_089039.1.g18581	NC_089039.1.g18365	NC_089039.1.g18388	6	1	
OG0028991	NC_089039.1.g18437	NC_089039.1.g18271	NC_089039.1.g18333	NC_089039.1.g18269	NC_089039.1.g18393	NC_089039.1.g18584	NC_089039.1.g18369		6	1	
OG0028992	NC_089039.1.g18438	NC_089039.1.g18272	NC_089039.1.g18334	NC_089039.1.g18270	NC_089039.1.g18394	NC_089039.1.g18585	NC_089039.1.g18370		6	1	
OG0028994	NC_089039.1.g18472	NC_089039.1.g18304	NC_089039.1.g18372		NC_089039.1.g18427	NC_089039.1.g18623	NC_089039.1.g18406	NC_089039.1.g18428	6	1	
OG0028995	NC_089039.1.g18491	NC_089039.1.g18323		NC_089039.1.g18323	NC_089039.1.g18446	NC_089039.1.g18642	NC_089039.1.g18422	NC_089039.1.g18447	6	1	
OG0028996	NC_089039.1.g18510	NC_089039.1.g18344		NC_089039.1.g18345	NC_089039.1.g18465	NC_089039.1.g18663	NC_089039.1.g18444	NC_089039.1.g18467	6	1	
OG0028997	NC_089039.1.g18517	NC_089039.1.g18352	NC_089039.1.g18416	NC_089039.1.g18354	NC_089039.1.g18474		NC_089039.1.g18452	NC_089039.1.g18475	6	1	
OG0028998	NC_089039.1.g18526	NC_089039.1.g18362	NC_089039.1.g18426	NC_089039.1.g18364	NC_089039.1.g18483	NC_089039.1.g18679	NC_089039.1.g18463		6	1	
OG0028999	NC_089039.1.g18530	NC_089039.1.g18366	NC_089039.1.g18431		NC_089039.1.g18488	NC_089039.1.g18683	NC_089039.1.g18468	NC_089039.1.g18488	6	1	
OG0029000	NC_089039.1.g18550	NC_089039.1.g18385	NC_089039.1.g18451	NC_089039.1.g18386	NC_089039.1.g18505		NC_089039.1.g18488	NC_089039.1.g18509	6	1	
OG0029002	NC_089039.1.g18580	NC_089042.1.g28753		NC_089039.1.g18413	NC_089039.1.g18532	NC_089039.1.g18732	NC_089039.1.g18514	NC_089039.1.g18541	6	1	
OG0029003	NC_089039.1.g18598	NC_089039.1.g18427	NC_089039.1.g18494	NC_089039.1.g18430		NC_089039.1.g18749	NC_089039.1.g18531	NC_089039.1.g18557	6	1	
OG0029004	NC_089039.1.g18618	NC_089039.1.g18447	NC_089039.1.g18516	NC_089039.1.g18450		NC_089039.1.g18769	NC_089039.1.g18549	NC_089039.1.g18578	6	1	
OG0029006	NC_089039.1.g18665	NC_089039.1.g18494		NC_089039.1.g18498	NC_089039.1.g18619	NC_089039.1.g18820	NC_089039.1.g18597	NC_089039.1.g18626	6	1	
OG0029007	NC_089039.1.g18681	NC_089039.1.g18509	NC_089039.1.g18571	NC_089039.1.g18512	NC_089039.1.g18632	NC_089039.1.g18834		NC_089039.1.g18640	6	1	
