cultivar	orthogroup_label	gene_id
IN	OG0042521	NC_089045.1.g35421
IN	OG0042522	NC_089045.1.g35424
IN	OG0042523	NC_089045.1.g35471
IN	OG0042524	NC_089045.1.g35492
IN	OG0042525	NC_089045.1.g35498
IN	OG0042526	NC_089045.1.g35554
IN	OG0042527	NC_089045.1.g35559
IN	OG0042528	NC_089045.1.g35574
IN	OG0042529	NC_089045.1.g35800
IN	OG0042530	NC_089045.1.g35866
IN	OG0042531	NC_089045.1.g35906
IN	OG0042532	NC_089045.1.g36137
IN	OG0042533	NC_089045.1.g36155
IN	OG0042534	NC_089045.1.g36367
IN	OG0042535	NC_089045.1.g36386
IN	OG0042536	NC_089045.1.g36447
IN	OG0042537	NC_089045.1.g36465
IN	OG0042538	NC_089045.1.g36472
IN	OG0042539	NC_089045.1.g36536
IN	OG0042540	NC_089045.1.g36548
IN	OG0042541	NC_089045.1.g36563
IN	OG0042542	NC_089045.1.g36637
IN	OG0042543	NC_089045.1.g36778
IN	OG0042544	NC_089045.1.g37035
IN	OG0042545	NC_089045.1.g37057
IN	OG0042546	NC_089045.1.g37058
IN	OG0042547	NC_089045.1.g37065
IN	OG0042548	NC_089045.1.g37089
IN	OG0042549	NC_089045.1.g37150
IN	OG0042550	NC_089045.1.g37203
IN	OG0042551	NC_089046.1.g37312
IN	OG0042552	NC_089046.1.g37461
IN	OG0042553	NC_089046.1.g37882
IN	OG0042554	NC_089046.1.g37897
IN	OG0042555	NC_089046.1.g37933
IN	OG0042556	NC_089046.1.g38094
IN	OG0042557	NC_089046.1.g38162
IN	OG0042558	NC_089046.1.g38174
IN	OG0042559	NC_089046.1.g38196
IN	OG0042560	NC_089046.1.g38206
IN	OG0042561	NC_089046.1.g38231
IN	OG0042562	NC_089046.1.g38234
IN	OG0042563	NC_089046.1.g38256
IN	OG0042564	NC_089046.1.g38260
IN	OG0042565	NC_089046.1.g38276
IN	OG0042566	NC_089046.1.g38326
IN	OG0042567	NC_089046.1.g38346
IN	OG0042568	NC_089046.1.g38380
IN	OG0042569	NC_089046.1.g38410
IN	OG0042570	NC_089046.1.g38430
IN	OG0042571	NC_089046.1.g38499
IN	OG0042572	NC_089046.1.g38532
IN	OG0042573	NC_089046.1.g38544
IN	OG0042574	NC_089046.1.g38586
IN	OG0042575	NC_089046.1.g38649
IN	OG0042576	NC_089046.1.g38654
IN	OG0042577	NC_089046.1.g38659
IN	OG0042578	NC_089046.1.g38678
IN	OG0042579	NC_089046.1.g38756
IN	OG0042580	NC_089046.1.g38913
IN	OG0042581	NC_089046.1.g39066
IN	OG0042582	NC_089046.1.g39115
IN	OG0042583	NC_089046.1.g39171
IN	OG0042584	NC_089046.1.g39200
IN	OG0042585	NC_089046.1.g39310
IN	OG0042586	NC_089046.1.g39384
IN	OG0042587	NC_089046.1.g39404
KM	OG0042588	NC_089035.1.g11
KM	OG0042589	NC_089035.1.g103
KM	OG0042590	NC_089035.1.g176
KM	OG0042591	NC_089035.1.g838
KM	OG0042592	NC_089035.1.g925
KM	OG0042593	NC_089035.1.g1171
KM	OG0042594	NC_089035.1.g1418
KM	OG0042595	NC_089035.1.g1448
KM	OG0042596	NC_089035.1.g1491
KM	OG0042597	NC_089035.1.g1576
KM	OG0042598	NC_089035.1.g1585
KM	OG0042599	NC_089035.1.g1625
KM	OG0042600	NC_089035.1.g1629
KM	OG0042601	NC_089035.1.g1911
KM	OG0042602	NC_089035.1.g1944
KM	OG0042603	NC_089035.1.g2136
KM	OG0042604	NC_089035.1.g2240
KM	OG0042605	NC_089035.1.g2426
KM	OG0042606	NC_089035.1.g2605
KM	OG0042607	NC_089035.1.g2689
KM	OG0042608	NC_089035.1.g2714
KM	OG0042609	NC_089035.1.g2820
KM	OG0042610	NC_089035.1.g3033
KM	OG0042611	NC_089035.1.g3334
KM	OG0042612	NC_089035.1.g3368
KM	OG0042613	NC_089035.1.g3456
KM	OG0042614	NC_089035.1.g3545
KM	OG0042615	NC_089035.1.g3552
KM	OG0042616	NC_089035.1.g3750
KM	OG0042617	NC_089035.1.g3932
KM	OG0042618	NC_089035.1.g4121
KM	OG0042619	NC_089035.1.g4219
KM	OG0042620	NC_089035.1.g4274
KM	OG0042621	NC_089035.1.g4289
KM	OG0042622	NC_089035.1.g4417
KM	OG0042623	NC_089035.1.g4605
KM	OG0042624	NC_089035.1.g4814
KM	OG0042625	NC_089035.1.g4910
KM	OG0042626	NC_089035.1.g5084
KM	OG0042627	NC_089035.1.g5345
KM	OG0042628	NC_089036.1.g5447
KM	OG0042629	NC_089036.1.g5660
KM	OG0042630	NC_089036.1.g6014
KM	OG0042631	NC_089036.1.g6178
KM	OG0042632	NC_089036.1.g6333
KM	OG0042633	NC_089036.1.g6490
KM	OG0042634	NC_089036.1.g6523
KM	OG0042635	NC_089036.1.g6685
KM	OG0042636	NC_089036.1.g6687
KM	OG0042637	NC_089036.1.g6823
KM	OG0042638	NC_089036.1.g6957
KM	OG0042639	NC_089036.1.g6979
KM	OG0042640	NC_089036.1.g7137
KM	OG0042641	NC_089036.1.g7174
KM	OG0042642	NC_089036.1.g7462
KM	OG0042643	NC_089036.1.g7483
KM	OG0042644	NC_089036.1.g7485
KM	OG0042645	NC_089036.1.g7716
KM	OG0042646	NC_089036.1.g8004
KM	OG0042647	NC_089036.1.g8273
KM	OG0042648	NC_089036.1.g8275
KM	OG0042649	NC_089036.1.g8582
KM	OG0042650	NC_089036.1.g8696
KM	OG0042651	NC_089036.1.g8729
KM	OG0042652	NC_089036.1.g8858
KM	OG0042653	NC_089036.1.g9025
KM	OG0042654	NC_089036.1.g9223
KM	OG0042655	NC_089037.1.g9814
KM	OG0042656	NC_089037.1.g9894
KM	OG0042657	NC_089037.1.g9921
KM	OG0042658	NC_089037.1.g9959
KM	OG0042659	NC_089037.1.g10201
KM	OG0042660	NC_089037.1.g10435
KM	OG0042661	NC_089037.1.g10497
KM	OG0042662	NC_089037.1.g10660
KM	OG0042663	NC_089037.1.g11039
KM	OG0042664	NC_089037.1.g11185
KM	OG0042665	NC_089037.1.g11600
KM	OG0042666	NC_089037.1.g11718
KM	OG0042667	NC_089037.1.g11726
KM	OG0042668	NC_089037.1.g11731
KM	OG0042669	NC_089037.1.g11752
KM	OG0042670	NC_089037.1.g11794
KM	OG0042671	NC_089037.1.g11857
KM	OG0042672	NC_089037.1.g11973
KM	OG0042673	NC_089037.1.g12039
KM	OG0042674	NC_089037.1.g12091
KM	OG0042675	NC_089037.1.g12234
KM	OG0042676	NC_089037.1.g12328
KM	OG0042677	NC_089037.1.g12336
KM	OG0042678	NC_089037.1.g12337
KM	OG0042679	NC_089037.1.g12355
KM	OG0042680	NC_089037.1.g12374
KM	OG0042681	NC_089037.1.g12377
KM	OG0042682	NC_089037.1.g12407
KM	OG0042683	NC_089037.1.g12525
KM	OG0042684	NC_089037.1.g12729
KM	OG0042685	NC_089037.1.g12744
KM	OG0042686	NC_089037.1.g12784
KM	OG0042687	NC_089037.1.g13015
KM	OG0042688	NC_089037.1.g13157
KM	OG0042689	NC_089037.1.g13230
KM	OG0042690	NC_089037.1.g13347
KM	OG0042691	NC_089037.1.g13767
KM	OG0042692	NC_089037.1.g14064
KM	OG0042693	NC_089038.1.g14272
KM	OG0042694	NC_089038.1.g14301
KM	OG0042695	NC_089038.1.g14307
KM	OG0042696	NC_089038.1.g14372
KM	OG0042697	NC_089038.1.g14375
KM	OG0042698	NC_089038.1.g14754
KM	OG0042699	NC_089038.1.g14782
KM	OG0042700	NC_089038.1.g14808
KM	OG0042701	NC_089038.1.g15154
KM	OG0042702	NC_089038.1.g15158
KM	OG0042703	NC_089038.1.g15169
KM	OG0042704	NC_089038.1.g15203
KM	OG0042705	NC_089038.1.g15264
KM	OG0042706	NC_089038.1.g15337
KM	OG0042707	NC_089038.1.g15385
KM	OG0042708	NC_089038.1.g15404
KM	OG0042709	NC_089038.1.g15477
KM	OG0042710	NC_089038.1.g15606
KM	OG0042711	NC_089038.1.g15629
KM	OG0042712	NC_089038.1.g15670
KM	OG0042713	NC_089038.1.g15794
KM	OG0042714	NC_089038.1.g15858
KM	OG0042715	NC_089038.1.g16097
KM	OG0042716	NC_089038.1.g16170
KM	OG0042717	NC_089038.1.g16699
KM	OG0042718	NC_089038.1.g16758
KM	OG0042719	NC_089038.1.g16782
KM	OG0042720	NC_089038.1.g17107
KM	OG0042721	NC_089039.1.g17918
KM	OG0042722	NC_089039.1.g18159
KM	OG0042723	NC_089039.1.g18163
KM	OG0042724	NC_089039.1.g18234
KM	OG0042725	NC_089039.1.g18387
KM	OG0042726	NC_089039.1.g18476
KM	OG0042727	NC_089039.1.g18578
KM	OG0042728	NC_089039.1.g18605
KM	OG0042729	NC_089039.1.g18797
KM	OG0042730	NC_089039.1.g18861
KM	OG0042731	NC_089039.1.g18862
KM	OG0042732	NC_089039.1.g18945
KM	OG0042733	NC_089039.1.g19143
KM	OG0042734	NC_089039.1.g19206
KM	OG0042735	NC_089039.1.g19348
KM	OG0042736	NC_089039.1.g19358
KM	OG0042737	NC_089039.1.g19360
KM	OG0042738	NC_089039.1.g19376
KM	OG0042739	NC_089039.1.g19414
KM	OG0042740	NC_089039.1.g19428
KM	OG0042741	NC_089039.1.g19590
KM	OG0042742	NC_089039.1.g19647
KM	OG0042743	NC_089039.1.g19720
KM	OG0042744	NC_089039.1.g19801
KM	OG0042745	NC_089039.1.g19818
KM	OG0042746	NC_089039.1.g20034
KM	OG0042747	NC_089039.1.g20165
KM	OG0042748	NC_089039.1.g20169
KM	OG0042749	NC_089039.1.g20226
KM	OG0042750	NC_089039.1.g20408
KM	OG0042751	NC_089039.1.g20491
KM	OG0042752	NC_089040.1.g21063
KM	OG0042753	NC_089040.1.g21228
KM	OG0042754	NC_089040.1.g21399
KM	OG0042755	NC_089040.1.g21414
KM	OG0042756	NC_089040.1.g21416
KM	OG0042757	NC_089040.1.g21420
KM	OG0042758	NC_089040.1.g21635
KM	OG0042759	NC_089040.1.g21752
KM	OG0042760	NC_089040.1.g22017
KM	OG0042761	NC_089040.1.g22035
KM	OG0042762	NC_089040.1.g22068
KM	OG0042763	NC_089040.1.g22186
KM	OG0042764	NC_089040.1.g22200
KM	OG0042765	NC_089040.1.g22212
KM	OG0042766	NC_089040.1.g22255
KM	OG0042767	NC_089040.1.g22266
KM	OG0042768	NC_089040.1.g22285
KM	OG0042769	NC_089040.1.g22331
KM	OG0042770	NC_089040.1.g22418
KM	OG0042771	NC_089040.1.g22438
KM	OG0042772	NC_089040.1.g22494
KM	OG0042773	NC_089040.1.g22600
KM	OG0042774	NC_089040.1.g22625
KM	OG0042775	NC_089040.1.g22642
KM	OG0042776	NC_089040.1.g22661
KM	OG0042777	NC_089040.1.g22710
KM	OG0042778	NC_089040.1.g22718
KM	OG0042779	NC_089040.1.g22757
KM	OG0042780	NC_089040.1.g22897
KM	OG0042781	NC_089040.1.g22979
KM	OG0042782	NC_089040.1.g23148
KM	OG0042783	NC_089040.1.g23247
KM	OG0042784	NC_089040.1.g23461
KM	OG0042785	NC_089040.1.g23521
KM	OG0042786	NC_089040.1.g23618
KM	OG0042787	NC_089040.1.g24153
KM	OG0042788	NC_089041.1.g24188
KM	OG0042789	NC_089041.1.g24287
KM	OG0042790	NC_089041.1.g24384
KM	OG0042791	NC_089041.1.g24923
KM	OG0042792	NC_089041.1.g24933
KM	OG0042793	NC_089041.1.g24986
KM	OG0042794	NC_089041.1.g25062
KM	OG0042795	NC_089041.1.g25203
KM	OG0042796	NC_089041.1.g25207
KM	OG0042797	NC_089041.1.g25215
KM	OG0042798	NC_089041.1.g25226
KM	OG0042799	NC_089041.1.g25258
KM	OG0042800	NC_089041.1.g25259
KM	OG0042801	NC_089041.1.g25308
KM	OG0042802	NC_089041.1.g25459
KM	OG0042803	NC_089041.1.g25562
KM	OG0042804	NC_089041.1.g25594
KM	OG0042805	NC_089041.1.g25756
KM	OG0042806	NC_089041.1.g25837
KM	OG0042807	NC_089041.1.g25864
KM	OG0042808	NC_089041.1.g25955
KM	OG0042809	NC_089041.1.g26036
KM	OG0042810	NC_089041.1.g26046
KM	OG0042811	NC_089041.1.g26121
KM	OG0042812	NC_089041.1.g26193
KM	OG0042813	NC_089041.1.g26396
KM	OG0042814	NC_089041.1.g26559
KM	OG0042815	NC_089041.1.g26694
KM	OG0042816	NC_089041.1.g26780
KM	OG0042817	NC_089041.1.g27017
KM	OG0042818	NC_089041.1.g27018
KM	OG0042819	NC_089042.1.g27502
KM	OG0042820	NC_089042.1.g27675
KM	OG0042821	NC_089042.1.g27788
KM	OG0042822	NC_089042.1.g27832
KM	OG0042823	NC_089042.1.g27925
KM	OG0042824	NC_089042.1.g27930
KM	OG0042825	NC_089042.1.g27967
KM	OG0042826	NC_089042.1.g28230
KM	OG0042827	NC_089042.1.g28276
KM	OG0042828	NC_089042.1.g28548
KM	OG0042829	NC_089042.1.g28619
KM	OG0042830	NC_089042.1.g28688
KM	OG0042831	NC_089042.1.g28749
KM	OG0042832	NC_089042.1.g28849
KM	OG0042833	NC_089042.1.g28888
KM	OG0042834	NC_089042.1.g28922
KM	OG0042835	NC_089042.1.g28938
KM	OG0042836	NC_089042.1.g29006
KM	OG0042837	NC_089042.1.g29019
KM	OG0042838	NC_089042.1.g29219
KM	OG0042839	NC_089042.1.g29389
KM	OG0042840	NC_089042.1.g29406
KM	OG0042841	NC_089042.1.g29420
KM	OG0042842	NC_089042.1.g29532
KM	OG0042843	NC_089042.1.g30086
KM	OG0042844	NC_089043.1.g30251
KM	OG0042845	NC_089043.1.g30418
KM	OG0042846	NC_089043.1.g30449
KM	OG0042847	NC_089043.1.g30524
KM	OG0042848	NC_089043.1.g30525
KM	OG0042849	NC_089043.1.g30543
KM	OG0042850	NC_089043.1.g30566
KM	OG0042851	NC_089043.1.g30671
KM	OG0042852	NC_089043.1.g30688
KM	OG0042853	NC_089043.1.g30750
KM	OG0042854	NC_089043.1.g30810
KM	OG0042855	NC_089043.1.g30923
KM	OG0042856	NC_089043.1.g30948
KM	OG0042857	NC_089043.1.g30954
KM	OG0042858	NC_089043.1.g31096
KM	OG0042859	NC_089043.1.g31185
KM	OG0042860	NC_089043.1.g31313
KM	OG0042861	NC_089043.1.g31701
KM	OG0042862	NC_089043.1.g31993
KM	OG0042863	NC_089043.1.g32008
KM	OG0042864	NC_089043.1.g32164
KM	OG0042865	NC_089043.1.g32170
KM	OG0042866	NC_089043.1.g32437
KM	OG0042867	NC_089044.1.g32554
KM	OG0042868	NC_089044.1.g32664
KM	OG0042869	NC_089044.1.g32695
KM	OG0042870	NC_089044.1.g32699
KM	OG0042871	NC_089044.1.g32776
KM	OG0042872	NC_089044.1.g32836
KM	OG0042873	NC_089044.1.g32869
KM	OG0042874	NC_089044.1.g32871
KM	OG0042875	NC_089044.1.g32954
KM	OG0042876	NC_089044.1.g32971
KM	OG0042877	NC_089044.1.g33084
KM	OG0042878	NC_089044.1.g33094
KM	OG0042879	NC_089044.1.g33191
KM	OG0042880	NC_089044.1.g33237
KM	OG0042881	NC_089044.1.g33302
KM	OG0042882	NC_089044.1.g33343
KM	OG0042883	NC_089044.1.g33366
KM	OG0042884	NC_089044.1.g33385
KM	OG0042885	NC_089044.1.g33502
KM	OG0042886	NC_089044.1.g33572
KM	OG0042887	NC_089044.1.g33595
KM	OG0042888	NC_089044.1.g33613
KM	OG0042889	NC_089044.1.g33717
KM	OG0042890	NC_089044.1.g33825
KM	OG0042891	NC_089044.1.g33857
KM	OG0042892	NC_089044.1.g33912
KM	OG0042893	NC_089044.1.g33954
KM	OG0042894	NC_089044.1.g34000
KM	OG0042895	NC_089044.1.g34315
KM	OG0042896	NC_089045.1.g35523
KM	OG0042897	NC_089045.1.g35612
KM	OG0042898	NC_089045.1.g35622
KM	OG0042899	NC_089045.1.g35642
KM	OG0042900	NC_089045.1.g35793
KM	OG0042901	NC_089045.1.g35833
KM	OG0042902	NC_089045.1.g35939
KM	OG0042903	NC_089045.1.g35999
KM	OG0042904	NC_089045.1.g36351
KM	OG0042905	NC_089045.1.g36364
KM	OG0042906	NC_089045.1.g36484
KM	OG0042907	NC_089045.1.g36698
KM	OG0042908	NC_089045.1.g36802
KM	OG0042909	NC_089045.1.g36809
KM	OG0042910	NC_089045.1.g36955
KM	OG0042911	NC_089045.1.g37109
KM	OG0042912	NC_089045.1.g37144
KM	OG0042913	NC_089045.1.g37183
KM	OG0042914	NC_089045.1.g37246
KM	OG0042915	NC_089045.1.g37289
KM	OG0042916	NC_089045.1.g37316
KM	OG0042917	NC_089045.1.g37385
KM	OG0042918	NC_089045.1.g37405
KM	OG0042919	NC_089045.1.g37442
KM	OG0042920	NC_089045.1.g37566
KM	OG0042921	NC_089045.1.g37582
KM	OG0042922	NC_089045.1.g37585
KM	OG0042923	NC_089046.1.g37827
KM	OG0042924	NC_089046.1.g38070
KM	OG0042925	NC_089046.1.g38072
KM	OG0042926	NC_089046.1.g38080
KM	OG0042927	NC_089046.1.g38081
KM	OG0042928	NC_089046.1.g38302
KM	OG0042929	NC_089046.1.g38322
KM	OG0042930	NC_089046.1.g38323
KM	OG0042931	NC_089046.1.g38348
KM	OG0042932	NC_089046.1.g38429
KM	OG0042933	NC_089046.1.g38558
KM	OG0042934	NC_089046.1.g38585
KM	OG0042935	NC_089046.1.g38752
KM	OG0042936	NC_089046.1.g38782
KM	OG0042937	NC_089046.1.g38808
KM	OG0042938	NC_089046.1.g38844
KM	OG0042939	NC_089046.1.g38868
KM	OG0042940	NC_089046.1.g38900
KM	OG0042941	NC_089046.1.g38926
KM	OG0042942	NC_089046.1.g38989
KM	OG0042943	NC_089046.1.g39066
KM	OG0042944	NC_089046.1.g39103
KM	OG0042945	NC_089046.1.g39228
KM	OG0042946	NC_089046.1.g39268
KM	OG0042947	NC_089046.1.g39499
KM	OG0042948	NC_089046.1.g39875
MPE	OG0042949	NC_089035.1.g99
MPE	OG0042950	NC_089035.1.g970
MPE	OG0042951	NC_089035.1.g1159
MPE	OG0042952	NC_089035.1.g1367
MPE	OG0042953	NC_089035.1.g1525
MPE	OG0042954	NC_089035.1.g1723
MPE	OG0042955	NC_089035.1.g1752
MPE	OG0042956	NC_089035.1.g1784
MPE	OG0042957	NC_089035.1.g1806
MPE	OG0042958	NC_089035.1.g1813
MPE	OG0042959	NC_089035.1.g1844
MPE	OG0042960	NC_089035.1.g1966
MPE	OG0042961	NC_089035.1.g2001
MPE	OG0042962	NC_089035.1.g2024
MPE	OG0042963	NC_089035.1.g2118
MPE	OG0042964	NC_089035.1.g2129
MPE	OG0042965	NC_089035.1.g2176
MPE	OG0042966	NC_089035.1.g2177
MPE	OG0042967	NC_089035.1.g2193
MPE	OG0042968	NC_089035.1.g2561
MPE	OG0042969	NC_089035.1.g2862
MPE	OG0042970	NC_089035.1.g2877
MPE	OG0042971	NC_089035.1.g2896
MPE	OG0042972	NC_089035.1.g3056
MPE	OG0042973	NC_089035.1.g3130
MPE	OG0042974	NC_089035.1.g3406
MPE	OG0042975	NC_089035.1.g3434
MPE	OG0042976	NC_089035.1.g3496
MPE	OG0042977	NC_089035.1.g3497
MPE	OG0042978	NC_089035.1.g3797
MPE	OG0042979	NC_089035.1.g3979
MPE	OG0042980	NC_089035.1.g4199
MPE	OG0042981	NC_089035.1.g4356
MPE	OG0042982	NC_089035.1.g4376
MPE	OG0042983	NC_089035.1.g4701
MPE	OG0042984	NC_089035.1.g4758
MPE	OG0042985	NC_089035.1.g4890
MPE	OG0042986	NC_089036.1.g5343
MPE	OG0042987	NC_089036.1.g5409
MPE	OG0042988	NC_089036.1.g5452
MPE	OG0042989	NC_089036.1.g5461
MPE	OG0042990	NC_089036.1.g5480
MPE	OG0042991	NC_089036.1.g5503
MPE	OG0042992	NC_089036.1.g5585
MPE	OG0042993	NC_089036.1.g5716
MPE	OG0042994	NC_089036.1.g6108
MPE	OG0042995	NC_089036.1.g6213
MPE	OG0042996	NC_089036.1.g6226
MPE	OG0042997	NC_089036.1.g6237
MPE	OG0042998	NC_089036.1.g6244
MPE	OG0042999	NC_089036.1.g6364
MPE	OG0043000	NC_089036.1.g6522
MPE	OG0043001	NC_089036.1.g6817
MPE	OG0043002	NC_089036.1.g6819
MPE	OG0043003	NC_089036.1.g6900
MPE	OG0043004	NC_089036.1.g6966
MPE	OG0043005	NC_089036.1.g7092
MPE	OG0043006	NC_089036.1.g7140
MPE	OG0043007	NC_089036.1.g7247
MPE	OG0043008	NC_089036.1.g7750
MPE	OG0043009	NC_089036.1.g7783
MPE	OG0043010	NC_089036.1.g7881
MPE	OG0043011	NC_089036.1.g7899
MPE	OG0043012	NC_089036.1.g7937
MPE	OG0043013	NC_089036.1.g7938
MPE	OG0043014	NC_089036.1.g8276
MPE	OG0043015	NC_089036.1.g8300
MPE	OG0043016	NC_089036.1.g8386
MPE	OG0043017	NC_089036.1.g8491
MPE	OG0043018	NC_089036.1.g8762
MPE	OG0043019	NC_089036.1.g8986
MPE	OG0043020	NC_089036.1.g9133
MPE	OG0043021	NC_089037.1.g9625
MPE	OG0043022	NC_089037.1.g9657
MPE	OG0043023	NC_089037.1.g9998
MPE	OG0043024	NC_089037.1.g10384
MPE	OG0043025	NC_089037.1.g10512
MPE	OG0043026	NC_089037.1.g10540
MPE	OG0043027	NC_089037.1.g11392
MPE	OG0043028	NC_089037.1.g11879
MPE	OG0043029	NC_089037.1.g11912
MPE	OG0043030	NC_089037.1.g12169
MPE	OG0043031	NC_089037.1.g12205
MPE	OG0043032	NC_089037.1.g12274
MPE	OG0043033	NC_089037.1.g12451
MPE	OG0043034	NC_089037.1.g12452
MPE	OG0043035	NC_089037.1.g12491
MPE	OG0043036	NC_089037.1.g12527
MPE	OG0043037	NC_089037.1.g12546
MPE	OG0043038	NC_089037.1.g13373
MPE	OG0043039	NC_089037.1.g13524
MPE	OG0043040	NC_089037.1.g13530
MPE	OG0043041	NC_089037.1.g13640
MPE	OG0043042	NC_089037.1.g13647
MPE	OG0043043	NC_089037.1.g13802
MPE	OG0043044	NC_089037.1.g13852
MPE	OG0043045	NC_089038.1.g14049
MPE	OG0043046	NC_089038.1.g14050
MPE	OG0043047	NC_089038.1.g14076
MPE	OG0043048	NC_089038.1.g14100
MPE	OG0043049	NC_089038.1.g14156
MPE	OG0043050	NC_089038.1.g14305
MPE	OG0043051	NC_089038.1.g14329
MPE	OG0043052	NC_089038.1.g14395
MPE	OG0043053	NC_089038.1.g14623
MPE	OG0043054	NC_089038.1.g14805
MPE	OG0043055	NC_089038.1.g14886
MPE	OG0043056	NC_089038.1.g14891
MPE	OG0043057	NC_089038.1.g14947
MPE	OG0043058	NC_089038.1.g15012
MPE	OG0043059	NC_089038.1.g15126
MPE	OG0043060	NC_089038.1.g15220
MPE	OG0043061	NC_089038.1.g15358
MPE	OG0043062	NC_089038.1.g15590
MPE	OG0043063	NC_089038.1.g15608
MPE	OG0043064	NC_089038.1.g15841
MPE	OG0043065	NC_089038.1.g15842
MPE	OG0043066	NC_089038.1.g15870
MPE	OG0043067	NC_089038.1.g15871
MPE	OG0043068	NC_089038.1.g16036
MPE	OG0043069	NC_089038.1.g16341
MPE	OG0043070	NC_089038.1.g16394
MPE	OG0043071	NC_089038.1.g16688
MPE	OG0043072	NC_089038.1.g17378
MPE	OG0043073	NC_089039.1.g18008
MPE	OG0043074	NC_089039.1.g18011
MPE	OG0043075	NC_089039.1.g18203
MPE	OG0043076	NC_089039.1.g18273
MPE	OG0043077	NC_089039.1.g18322
MPE	OG0043078	NC_089039.1.g18407
MPE	OG0043079	NC_089039.1.g18577
MPE	OG0043080	NC_089039.1.g18650
MPE	OG0043081	NC_089039.1.g18826
MPE	OG0043082	NC_089039.1.g18849
MPE	OG0043083	NC_089039.1.g18876
MPE	OG0043084	NC_089039.1.g18895
MPE	OG0043085	NC_089039.1.g18950
MPE	OG0043086	NC_089039.1.g19131
MPE	OG0043087	NC_089039.1.g19189
MPE	OG0043088	NC_089039.1.g19893
MPE	OG0043089	NC_089039.1.g19916
MPE	OG0043090	NC_089039.1.g20047
MPE	OG0043091	NC_089039.1.g20130
MPE	OG0043092	NC_089039.1.g20213
MPE	OG0043093	NC_089039.1.g20284
MPE	OG0043094	NC_089039.1.g20551
MPE	OG0043095	NC_089039.1.g20552
MPE	OG0043096	NC_089040.1.g20634
MPE	OG0043097	NC_089040.1.g20692
MPE	OG0043098	NC_089040.1.g20724
MPE	OG0043099	NC_089040.1.g21062
MPE	OG0043100	NC_089040.1.g21297
MPE	OG0043101	NC_089040.1.g21494
MPE	OG0043102	NC_089040.1.g21665
MPE	OG0043103	NC_089040.1.g21706
MPE	OG0043104	NC_089040.1.g21837
MPE	OG0043105	NC_089040.1.g22011
MPE	OG0043106	NC_089040.1.g22053
MPE	OG0043107	NC_089040.1.g22177
MPE	OG0043108	NC_089040.1.g22215
MPE	OG0043109	NC_089040.1.g22234
MPE	OG0043110	NC_089040.1.g22328
MPE	OG0043111	NC_089040.1.g22335
MPE	OG0043112	NC_089040.1.g22344
MPE	OG0043113	NC_089040.1.g22396
MPE	OG0043114	NC_089040.1.g22481
MPE	OG0043115	NC_089040.1.g22547
MPE	OG0043116	NC_089040.1.g22635
MPE	OG0043117	NC_089040.1.g22706
MPE	OG0043118	NC_089040.1.g22722
MPE	OG0043119	NC_089040.1.g22770
MPE	OG0043120	NC_089040.1.g22830
MPE	OG0043121	NC_089040.1.g22843
MPE	OG0043122	NC_089040.1.g22869
MPE	OG0043123	NC_089040.1.g22914
MPE	OG0043124	NC_089040.1.g23038
MPE	OG0043125	NC_089040.1.g23101
MPE	OG0043126	NC_089040.1.g23105
MPE	OG0043127	NC_089040.1.g23326
MPE	OG0043128	NC_089040.1.g23419
MPE	OG0043129	NC_089041.1.g24096
MPE	OG0043130	NC_089041.1.g24992
MPE	OG0043131	NC_089041.1.g24995
MPE	OG0043132	NC_089041.1.g25057
MPE	OG0043133	NC_089041.1.g25103
MPE	OG0043134	NC_089041.1.g25189
MPE	OG0043135	NC_089041.1.g25205
MPE	OG0043136	NC_089041.1.g25232
MPE	OG0043137	NC_089041.1.g25438
MPE	OG0043138	NC_089041.1.g25523
MPE	OG0043139	NC_089041.1.g25542
MPE	OG0043140	NC_089041.1.g25604
MPE	OG0043141	NC_089041.1.g25610
MPE	OG0043142	NC_089041.1.g25651
MPE	OG0043143	NC_089041.1.g25828
MPE	OG0043144	NC_089041.1.g26265
MPE	OG0043145	NC_089041.1.g26581
MPE	OG0043146	NC_089041.1.g26652
MPE	OG0043147	NC_089042.1.g27158
MPE	OG0043148	NC_089042.1.g27461
MPE	OG0043149	NC_089042.1.g27496
MPE	OG0043150	NC_089042.1.g28478
MPE	OG0043151	NC_089042.1.g28492
MPE	OG0043152	NC_089042.1.g28587
MPE	OG0043153	NC_089042.1.g28599
MPE	OG0043154	NC_089042.1.g28608
MPE	OG0043155	NC_089042.1.g28661
MPE	OG0043156	NC_089042.1.g28692
MPE	OG0043157	NC_089042.1.g28722
MPE	OG0043158	NC_089042.1.g28742
MPE	OG0043159	NC_089042.1.g28802
MPE	OG0043160	NC_089042.1.g28941
MPE	OG0043161	NC_089042.1.g28976
MPE	OG0043162	NC_089042.1.g29216
MPE	OG0043163	NC_089043.1.g30019
MPE	OG0043164	NC_089043.1.g30069
MPE	OG0043165	NC_089043.1.g30142
MPE	OG0043166	NC_089043.1.g30145
MPE	OG0043167	NC_089043.1.g30147
MPE	OG0043168	NC_089043.1.g30195
MPE	OG0043169	NC_089043.1.g30197
MPE	OG0043170	NC_089043.1.g30451
MPE	OG0043171	NC_089043.1.g30675
MPE	OG0043172	NC_089043.1.g30687
MPE	OG0043173	NC_089043.1.g31017
MPE	OG0043174	NC_089043.1.g31335
MPE	OG0043175	NC_089044.1.g32033
